id,year,sport,medal,code,country,host
31759,1976,figureskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31759,1976,figureskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31759,1976,figureskating,gold,URS,USSR,FALSE
31759,1976,figureskating,silver,URS,USSR,FALSE
31759,1976,figureskating,bronze,USA,UnitedStatesofAmerica,FALSE
31759,1976,figureskating,gold,USA,UnitedStatesofAmerica,FALSE
31759,1976,figureskating,silver,NED,Netherlands,FALSE
31759,1976,figureskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31910,1976,icehockey,gold,URS,USSR,FALSE
31910,1976,icehockey,silver,TCH,Czechoslovakia,FALSE
31910,1976,icehockey,bronze,GER,FederalRepublicofGermany(1950-1990),FALSE
31911,1976,nordiccombined,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31911,1976,nordiccombined,silver,GER,FederalRepublicofGermany(1950-1990),FALSE
31911,1976,nordiccombined,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
32498,1976,skijumping,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
32498,1976,skijumping,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
32498,1976,skijumping,bronze,AUT,Austria,TRUE
32498,1976,skijumping,gold,AUT,Austria,TRUE
32498,1976,skijumping,silver,AUT,Austria,TRUE
32498,1976,skijumping,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1976,speedskating,gold,URS,USSR,FALSE
31853,1976,speedskating,silver,URS,USSR,FALSE
31853,1976,speedskating,bronze,USA,UnitedStatesofAmerica,FALSE
31853,1976,speedskating,gold,USA,UnitedStatesofAmerica,FALSE
31853,1976,speedskating,silver,NOR,Norway,FALSE
31853,1976,speedskating,bronze,URS,USSR,FALSE
31853,1976,speedskating,gold,NOR,Norway,FALSE
31853,1976,speedskating,silver,URS,USSR,FALSE
31853,1976,speedskating,bronze,NED,Netherlands,FALSE
31853,1976,speedskating,gold,NOR,Norway,FALSE
31853,1976,speedskating,silver,NED,Netherlands,FALSE
31853,1976,speedskating,bronze,NED,Netherlands,FALSE
31853,1976,speedskating,gold,NED,Netherlands,FALSE
31853,1976,speedskating,silver,NOR,Norway,FALSE
31853,1976,speedskating,bronze,NED,Netherlands,FALSE
31853,1976,speedskating,gold,USA,UnitedStatesofAmerica,FALSE
31853,1976,speedskating,silver,CAN,Canada,FALSE
31853,1976,speedskating,bronze,URS,USSR,FALSE
31853,1976,speedskating,gold,URS,USSR,FALSE
31853,1976,speedskating,silver,USA,UnitedStatesofAmerica,FALSE
31853,1976,speedskating,bronze,USA,UnitedStatesofAmerica,FALSE
31853,1976,speedskating,gold,URS,USSR,FALSE
31853,1976,speedskating,silver,USA,UnitedStatesofAmerica,FALSE
31853,1976,speedskating,bronze,URS,USSR,FALSE
31853,1976,speedskating,gold,URS,USSR,FALSE
31853,1976,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1976,speedskating,bronze,NOR,Norway,FALSE
58171,1976,alpineskiing,gold,AUT,Austria,TRUE
58171,1976,alpineskiing,silver,SUI,Switzerland,FALSE
58171,1976,alpineskiing,bronze,ITA,Italy,FALSE
58171,1976,alpineskiing,gold,ITA,Italy,FALSE
58171,1976,alpineskiing,silver,ITA,Italy,FALSE
58171,1976,alpineskiing,bronze,LIE,Liechtenstein,FALSE
58171,1976,alpineskiing,gold,SUI,Switzerland,FALSE
58171,1976,alpineskiing,silver,SUI,Switzerland,FALSE
58171,1976,alpineskiing,bronze,SWE,Sweden,FALSE
58171,1976,alpineskiing,gold,GER,FederalRepublicofGermany(1950-1990),FALSE
58171,1976,alpineskiing,silver,AUT,Austria,TRUE
58171,1976,alpineskiing,bronze,USA,UnitedStatesofAmerica,FALSE
58171,1976,alpineskiing,gold,GER,FederalRepublicofGermany(1950-1990),FALSE
58171,1976,alpineskiing,silver,ITA,Italy,FALSE
58171,1976,alpineskiing,bronze,LIE,Liechtenstein,FALSE
58171,1976,alpineskiing,gold,CAN,Canada,FALSE
58171,1976,alpineskiing,silver,GER,FederalRepublicofGermany(1950-1990),FALSE
58171,1976,alpineskiing,bronze,FRA,France,FALSE
32503,1976,luge,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
32503,1976,luge,silver,GER,FederalRepublicofGermany(1950-1990),FALSE
32503,1976,luge,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
32503,1976,luge,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
32503,1976,luge,silver,GER,FederalRepublicofGermany(1950-1990),FALSE
32503,1976,luge,bronze,AUT,Austria,TRUE
32503,1976,luge,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
32503,1976,luge,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
32503,1976,luge,bronze,GER,FederalRepublicofGermany(1950-1990),FALSE
31666,1980,biathlon,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31666,1980,biathlon,silver,URS,USSR,FALSE
31666,1980,biathlon,bronze,URS,USSR,FALSE
31666,1980,biathlon,gold,URS,USSR,FALSE
31666,1980,biathlon,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31666,1980,biathlon,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31666,1980,biathlon,gold,URS,USSR,FALSE
31666,1980,biathlon,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31666,1980,biathlon,bronze,GER,FederalRepublicofGermany(1950-1990),FALSE
31688,1980,bobsleigh,gold,SUI,Switzerland,FALSE
31688,1980,bobsleigh,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31688,1980,bobsleigh,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31688,1980,bobsleigh,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31688,1980,bobsleigh,silver,SUI,Switzerland,FALSE
31688,1980,bobsleigh,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31872,1980,crosscountry,gold,SWE,Sweden,FALSE
31872,1980,crosscountry,silver,FIN,Finland,FALSE
31872,1980,crosscountry,bronze,NOR,Norway,FALSE
31872,1980,crosscountry,gold,URS,USSR,FALSE
31872,1980,crosscountry,silver,FIN,Finland,FALSE
31872,1980,crosscountry,bronze,URS,USSR,FALSE
31872,1980,crosscountry,gold,URS,USSR,FALSE
31872,1980,crosscountry,silver,NOR,Norway,FALSE
31872,1980,crosscountry,bronze,FIN,Finland,FALSE
31872,1980,crosscountry,gold,URS,USSR,FALSE
31872,1980,crosscountry,silver,URS,USSR,FALSE
31872,1980,crosscountry,bronze,BUL,Bulgaria,FALSE
31872,1980,crosscountry,gold,URS,USSR,FALSE
31872,1980,crosscountry,silver,FIN,Finland,FALSE
31872,1980,crosscountry,bronze,TCH,Czechoslovakia,FALSE
31872,1980,crosscountry,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31872,1980,crosscountry,silver,FIN,Finland,FALSE
31872,1980,crosscountry,bronze,FIN,Finland,FALSE
31872,1980,crosscountry,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31872,1980,crosscountry,silver,URS,USSR,FALSE
31872,1980,crosscountry,bronze,NOR,Norway,FALSE
31759,1980,figureskating,gold,GBR,GreatBritain,FALSE
31759,1980,figureskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31759,1980,figureskating,bronze,USA,UnitedStatesofAmerica,TRUE
31759,1980,figureskating,gold,URS,USSR,FALSE
31759,1980,figureskating,silver,URS,USSR,FALSE
31759,1980,figureskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31759,1980,figureskating,gold,URS,USSR,FALSE
31759,1980,figureskating,silver,HUN,Hungary,FALSE
31759,1980,figureskating,bronze,URS,USSR,FALSE
31759,1980,figureskating,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31759,1980,figureskating,silver,USA,UnitedStatesofAmerica,TRUE
31759,1980,figureskating,bronze,GER,FederalRepublicofGermany(1950-1990),FALSE
31910,1980,icehockey,gold,USA,UnitedStatesofAmerica,TRUE
31910,1980,icehockey,silver,URS,USSR,FALSE
31910,1980,icehockey,bronze,SWE,Sweden,FALSE
31911,1980,nordiccombined,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31911,1980,nordiccombined,silver,FIN,Finland,FALSE
31911,1980,nordiccombined,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
32498,1980,skijumping,gold,AUT,Austria,FALSE
32498,1980,skijumping,silver,JPN,Japan,FALSE
32498,1980,skijumping,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
32498,1980,skijumping,gold,FIN,Finland,FALSE
32498,1980,skijumping,silver,AUT,Austria,FALSE
32498,1980,skijumping,bronze,FIN,Finland,FALSE
31853,1980,speedskating,gold,USA,UnitedStatesofAmerica,TRUE
31853,1980,speedskating,silver,URS,USSR,FALSE
31853,1980,speedskating,bronze,NED,Netherlands,FALSE
31853,1980,speedskating,gold,USA,UnitedStatesofAmerica,TRUE
31853,1980,speedskating,silver,CAN,Canada,FALSE
31853,1980,speedskating,bronze,NOR,Norway,FALSE
31853,1980,speedskating,gold,USA,UnitedStatesofAmerica,TRUE
31853,1980,speedskating,silver,NOR,Norway,FALSE
31853,1980,speedskating,bronze,NOR,Norway,FALSE
31853,1980,speedskating,gold,USA,UnitedStatesofAmerica,TRUE
31853,1980,speedskating,silver,NOR,Norway,FALSE
31853,1980,speedskating,bronze,NOR,Norway,FALSE
31853,1980,speedskating,gold,USA,UnitedStatesofAmerica,TRUE
31853,1980,speedskating,silver,NED,Netherlands,FALSE
31853,1980,speedskating,bronze,NOR,Norway,FALSE
31853,1980,speedskating,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1980,speedskating,silver,USA,UnitedStatesofAmerica,TRUE
31853,1980,speedskating,bronze,URS,USSR,FALSE
31853,1980,speedskating,gold,URS,USSR,FALSE
31853,1980,speedskating,silver,USA,UnitedStatesofAmerica,TRUE
31853,1980,speedskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1980,speedskating,gold,NED,Netherlands,FALSE
31853,1980,speedskating,silver,NED,Netherlands,FALSE
31853,1980,speedskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1980,speedskating,gold,NOR,Norway,FALSE
31853,1980,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1980,speedskating,bronze,USA,UnitedStatesofAmerica,TRUE
58171,1980,alpineskiing,gold,AUT,Austria,FALSE
58171,1980,alpineskiing,silver,AUT,Austria,FALSE
58171,1980,alpineskiing,bronze,CAN,Canada,FALSE
58171,1980,alpineskiing,gold,SWE,Sweden,FALSE
58171,1980,alpineskiing,silver,USA,UnitedStatesofAmerica,TRUE
58171,1980,alpineskiing,bronze,SUI,Switzerland,FALSE
58171,1980,alpineskiing,gold,SWE,Sweden,FALSE
58171,1980,alpineskiing,silver,LIE,Liechtenstein,FALSE
58171,1980,alpineskiing,bronze,AUT,Austria,FALSE
58171,1980,alpineskiing,gold,AUT,Austria,FALSE
58171,1980,alpineskiing,silver,LIE,Liechtenstein,FALSE
58171,1980,alpineskiing,bronze,SUI,Switzerland,FALSE
58171,1980,alpineskiing,gold,LIE,Liechtenstein,FALSE
58171,1980,alpineskiing,silver,GER,FederalRepublicofGermany(1950-1990),FALSE
58171,1980,alpineskiing,bronze,SUI,Switzerland,FALSE
58171,1980,alpineskiing,gold,LIE,Liechtenstein,FALSE
58171,1980,alpineskiing,silver,GER,FederalRepublicofGermany(1950-1990),FALSE
58171,1980,alpineskiing,bronze,FRA,France,FALSE
32503,1980,luge,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
32503,1980,luge,silver,ITA,Italy,FALSE
32503,1980,luge,bronze,GER,FederalRepublicofGermany(1950-1990),FALSE
32503,1980,luge,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
32503,1980,luge,silver,ITA,Italy,FALSE
32503,1980,luge,bronze,AUT,Austria,FALSE
32503,1980,luge,gold,URS,USSR,FALSE
32503,1980,luge,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
32503,1980,luge,bronze,URS,USSR,FALSE
31666,1984,biathlon,gold,NOR,Norway,FALSE
31666,1984,biathlon,silver,GER,FederalRepublicofGermany(1950-1990),FALSE
31666,1984,biathlon,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31666,1984,biathlon,gold,GER,FederalRepublicofGermany(1950-1990),FALSE
31666,1984,biathlon,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31666,1984,biathlon,bronze,NOR,Norway,FALSE
31666,1984,biathlon,gold,URS,USSR,FALSE
31666,1984,biathlon,silver,NOR,Norway,FALSE
31666,1984,biathlon,bronze,GER,FederalRepublicofGermany(1950-1990),FALSE
31688,1984,bobsleigh,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31688,1984,bobsleigh,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31688,1984,bobsleigh,bronze,URS,USSR,FALSE
31688,1984,bobsleigh,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31688,1984,bobsleigh,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31688,1984,bobsleigh,bronze,SUI,Switzerland,FALSE
31872,1984,crosscountry,gold,SWE,Sweden,FALSE
31872,1984,crosscountry,silver,FIN,Finland,FALSE
31872,1984,crosscountry,bronze,FIN,Finland,FALSE
31872,1984,crosscountry,gold,SWE,Sweden,FALSE
31872,1984,crosscountry,silver,SWE,Sweden,FALSE
31872,1984,crosscountry,bronze,FIN,Finland,FALSE
31872,1984,crosscountry,gold,SWE,Sweden,FALSE
31872,1984,crosscountry,silver,URS,USSR,FALSE
31872,1984,crosscountry,bronze,FIN,Finland,FALSE
31872,1984,crosscountry,gold,URS,USSR,FALSE
31872,1984,crosscountry,silver,URS,USSR,FALSE
31872,1984,crosscountry,bronze,SWE,Sweden,FALSE
31872,1984,crosscountry,gold,FIN,Finland,FALSE
31872,1984,crosscountry,silver,NOR,Norway,FALSE
31872,1984,crosscountry,bronze,TCH,Czechoslovakia,FALSE
31872,1984,crosscountry,gold,FIN,Finland,FALSE
31872,1984,crosscountry,silver,URS,USSR,FALSE
31872,1984,crosscountry,bronze,NOR,Norway,FALSE
31872,1984,crosscountry,gold,FIN,Finland,FALSE
31872,1984,crosscountry,silver,URS,USSR,FALSE
31872,1984,crosscountry,bronze,NOR,Norway,FALSE
31872,1984,crosscountry,gold,NOR,Norway,FALSE
31872,1984,crosscountry,silver,TCH,Czechoslovakia,FALSE
31872,1984,crosscountry,bronze,FIN,Finland,FALSE
31759,1984,figureskating,gold,USA,UnitedStatesofAmerica,FALSE
31759,1984,figureskating,silver,CAN,Canada,FALSE
31759,1984,figureskating,bronze,TCH,Czechoslovakia,FALSE
31759,1984,figureskating,gold,URS,USSR,FALSE
31759,1984,figureskating,silver,USA,UnitedStatesofAmerica,FALSE
31759,1984,figureskating,bronze,URS,USSR,FALSE
31759,1984,figureskating,gold,GBR,GreatBritain,FALSE
31759,1984,figureskating,silver,URS,USSR,FALSE
31759,1984,figureskating,bronze,URS,USSR,FALSE
31759,1984,figureskating,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31759,1984,figureskating,silver,USA,UnitedStatesofAmerica,FALSE
31759,1984,figureskating,bronze,URS,USSR,FALSE
31910,1984,icehockey,gold,URS,USSR,FALSE
31910,1984,icehockey,silver,TCH,Czechoslovakia,FALSE
31910,1984,icehockey,bronze,SWE,Sweden,FALSE
31911,1984,nordiccombined,gold,NOR,Norway,FALSE
31911,1984,nordiccombined,silver,FIN,Finland,FALSE
31911,1984,nordiccombined,bronze,FIN,Finland,FALSE
32498,1984,skijumping,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
32498,1984,skijumping,silver,FIN,Finland,FALSE
32498,1984,skijumping,bronze,FIN,Finland,FALSE
32498,1984,skijumping,gold,FIN,Finland,FALSE
32498,1984,skijumping,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
32498,1984,skijumping,bronze,TCH,Czechoslovakia,FALSE
31853,1984,speedskating,gold,URS,USSR,FALSE
31853,1984,speedskating,silver,JPN,Japan,FALSE
31853,1984,speedskating,bronze,CAN,Canada,FALSE
31853,1984,speedskating,gold,CAN,Canada,FALSE
31853,1984,speedskating,silver,URS,USSR,FALSE
31853,1984,speedskating,bronze,NOR,Norway,FALSE
31853,1984,speedskating,gold,CAN,Canada,FALSE
31853,1984,speedskating,silver,URS,USSR,FALSE
31853,1984,speedskating,bronze,URS,USSR,FALSE
31853,1984,speedskating,gold,SWE,Sweden,FALSE
31853,1984,speedskating,silver,URS,USSR,FALSE
31853,1984,speedskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1984,speedskating,gold,URS,USSR,FALSE
31853,1984,speedskating,silver,SWE,Sweden,FALSE
31853,1984,speedskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1984,speedskating,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1984,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1984,speedskating,bronze,URS,USSR,FALSE
31853,1984,speedskating,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1984,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1984,speedskating,bronze,URS,USSR,FALSE
31853,1984,speedskating,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1984,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1984,speedskating,bronze,URS,USSR,FALSE
31853,1984,speedskating,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1984,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1984,speedskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
58171,1984,alpineskiing,gold,USA,UnitedStatesofAmerica,FALSE
58171,1984,alpineskiing,silver,SUI,Switzerland,FALSE
58171,1984,alpineskiing,bronze,AUT,Austria,FALSE
58171,1984,alpineskiing,gold,USA,UnitedStatesofAmerica,FALSE
58171,1984,alpineskiing,silver,USA,UnitedStatesofAmerica,FALSE
58171,1984,alpineskiing,bronze,FRA,France,FALSE
58171,1984,alpineskiing,gold,SUI,Switzerland,FALSE
58171,1984,alpineskiing,silver,YUG,Yugoslavia,TRUE
58171,1984,alpineskiing,bronze,LIE,Liechtenstein,FALSE
58171,1984,alpineskiing,gold,SUI,Switzerland,FALSE
58171,1984,alpineskiing,silver,SUI,Switzerland,FALSE
58171,1984,alpineskiing,bronze,TCH,Czechoslovakia,FALSE
58171,1984,alpineskiing,gold,ITA,Italy,FALSE
58171,1984,alpineskiing,silver,FRA,France,FALSE
58171,1984,alpineskiing,bronze,LIE,Liechtenstein,FALSE
58171,1984,alpineskiing,gold,USA,UnitedStatesofAmerica,FALSE
58171,1984,alpineskiing,silver,USA,UnitedStatesofAmerica,FALSE
58171,1984,alpineskiing,bronze,FRA,France,FALSE
32503,1984,luge,gold,ITA,Italy,FALSE
32503,1984,luge,silver,URS,USSR,FALSE
32503,1984,luge,bronze,URS,USSR,FALSE
32503,1984,luge,gold,GER,FederalRepublicofGermany(1950-1990),FALSE
32503,1984,luge,silver,URS,USSR,FALSE
32503,1984,luge,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
32503,1984,luge,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
32503,1984,luge,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
32503,1984,luge,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31666,1988,biathlon,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31666,1988,biathlon,silver,URS,USSR,FALSE
31666,1988,biathlon,bronze,URS,USSR,FALSE
31666,1988,biathlon,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31666,1988,biathlon,silver,URS,USSR,FALSE
31666,1988,biathlon,bronze,ITA,Italy,FALSE
31666,1988,biathlon,gold,URS,USSR,FALSE
31666,1988,biathlon,silver,GER,FederalRepublicofGermany(1950-1990),FALSE
31666,1988,biathlon,bronze,ITA,Italy,FALSE
31688,1988,bobsleigh,gold,URS,USSR,FALSE
31688,1988,bobsleigh,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31688,1988,bobsleigh,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31688,1988,bobsleigh,gold,SUI,Switzerland,FALSE
31688,1988,bobsleigh,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31688,1988,bobsleigh,bronze,URS,USSR,FALSE
31872,1988,crosscountry,gold,URS,USSR,FALSE
31872,1988,crosscountry,silver,NOR,Norway,FALSE
31872,1988,crosscountry,bronze,URS,USSR,FALSE
31872,1988,crosscountry,gold,SWE,Sweden,FALSE
31872,1988,crosscountry,silver,ITA,Italy,FALSE
31872,1988,crosscountry,bronze,SUI,Switzerland,FALSE
31872,1988,crosscountry,gold,SWE,Sweden,FALSE
31872,1988,crosscountry,silver,URS,USSR,FALSE
31872,1988,crosscountry,bronze,TCH,Czechoslovakia,FALSE
31872,1988,crosscountry,gold,URS,USSR,FALSE
31872,1988,crosscountry,silver,URS,USSR,FALSE
31872,1988,crosscountry,bronze,NOR,Norway,FALSE
31872,1988,crosscountry,gold,FIN,Finland,FALSE
31872,1988,crosscountry,silver,URS,USSR,FALSE
31872,1988,crosscountry,bronze,URS,USSR,FALSE
31872,1988,crosscountry,gold,URS,USSR,FALSE
31872,1988,crosscountry,silver,URS,USSR,FALSE
31872,1988,crosscountry,bronze,FIN,Finland,FALSE
31872,1988,crosscountry,gold,URS,USSR,FALSE
31872,1988,crosscountry,silver,URS,USSR,FALSE
31872,1988,crosscountry,bronze,URS,USSR,FALSE
31872,1988,crosscountry,gold,URS,USSR,FALSE
31872,1988,crosscountry,silver,NOR,Norway,FALSE
31872,1988,crosscountry,bronze,FIN,Finland,FALSE
31759,1988,figureskating,gold,USA,UnitedStatesofAmerica,FALSE
31759,1988,figureskating,silver,CAN,Canada,TRUE
31759,1988,figureskating,bronze,URS,USSR,FALSE
31759,1988,figureskating,gold,URS,USSR,FALSE
31759,1988,figureskating,silver,URS,USSR,FALSE
31759,1988,figureskating,bronze,USA,UnitedStatesofAmerica,FALSE
31759,1988,figureskating,gold,URS,USSR,FALSE
31759,1988,figureskating,silver,URS,USSR,FALSE
31759,1988,figureskating,bronze,CAN,Canada,TRUE
31759,1988,figureskating,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31759,1988,figureskating,silver,CAN,Canada,TRUE
31759,1988,figureskating,bronze,USA,UnitedStatesofAmerica,FALSE
31910,1988,icehockey,gold,URS,USSR,FALSE
31910,1988,icehockey,silver,FIN,Finland,FALSE
31910,1988,icehockey,bronze,SWE,Sweden,FALSE
31911,1988,nordiccombined,gold,SUI,Switzerland,FALSE
31911,1988,nordiccombined,silver,AUT,Austria,FALSE
31911,1988,nordiccombined,bronze,URS,USSR,FALSE
31911,1988,nordiccombined,gold,GER,FederalRepublicofGermany(1950-1990),FALSE
31911,1988,nordiccombined,silver,SUI,Switzerland,FALSE
31911,1988,nordiccombined,bronze,AUT,Austria,FALSE
32498,1988,skijumping,gold,FIN,Finland,FALSE
32498,1988,skijumping,silver,TCH,Czechoslovakia,FALSE
32498,1988,skijumping,bronze,TCH,Czechoslovakia,FALSE
32498,1988,skijumping,gold,FIN,Finland,FALSE
32498,1988,skijumping,silver,NOR,Norway,FALSE
32498,1988,skijumping,bronze,YUG,Yugoslavia,FALSE
32498,1988,skijumping,gold,FIN,Finland,FALSE
32498,1988,skijumping,silver,YUG,Yugoslavia,FALSE
32498,1988,skijumping,bronze,NOR,Norway,FALSE
31853,1988,speedskating,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,silver,NED,Netherlands,FALSE
31853,1988,speedskating,bronze,JPN,Japan,FALSE
31853,1988,speedskating,gold,URS,USSR,FALSE
31853,1988,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,bronze,URS,USSR,FALSE
31853,1988,speedskating,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,silver,USA,UnitedStatesofAmerica,FALSE
31853,1988,speedskating,bronze,AUT,Austria,FALSE
31853,1988,speedskating,gold,SWE,Sweden,FALSE
31853,1988,speedskating,silver,NED,Netherlands,FALSE
31853,1988,speedskating,bronze,NED,Netherlands,FALSE
31853,1988,speedskating,gold,SWE,Sweden,FALSE
31853,1988,speedskating,silver,AUT,Austria,FALSE
31853,1988,speedskating,bronze,NED,Netherlands,FALSE
31853,1988,speedskating,gold,USA,UnitedStatesofAmerica,FALSE
31853,1988,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,bronze,USA,UnitedStatesofAmerica,FALSE
31853,1988,speedskating,gold,NED,Netherlands,FALSE
31853,1988,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,gold,NED,Netherlands,FALSE
31853,1988,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,gold,NED,Netherlands,FALSE
31853,1988,speedskating,silver,GER,GermanDemocraticRepublic(1955-1990),FALSE
31853,1988,speedskating,bronze,GER,GermanDemocraticRepublic(1955-1990),FALSE
58171,1988,alpineskiing,gold,AUT,Austria,FALSE
58171,1988,alpineskiing,silver,AUT,Austria,FALSE
58171,1988,alpineskiing,bronze,SUI,Switzerland,FALSE
58171,1988,alpineskiing,gold,SUI,Switzerland,FALSE
58171,1988,alpineskiing,silver,SUI,Switzerland,FALSE
58171,1988,alpineskiing,bronze,FRA,France,FALSE
58171,1988,alpineskiing,gold,ITA,Italy,FALSE
58171,1988,alpineskiing,silver,GER,FederalRepublicofGermany(1950-1990),FALSE
58171,1988,alpineskiing,bronze,LIE,Liechtenstein,FALSE
58171,1988,alpineskiing,gold,ITA,Italy,FALSE
58171,1988,alpineskiing,silver,AUT,Austria,FALSE
58171,1988,alpineskiing,bronze,SUI,Switzerland,FALSE
58171,1988,alpineskiing,gold,FRA,France,FALSE
58171,1988,alpineskiing,silver,AUT,Austria,FALSE
58171,1988,alpineskiing,bronze,SWE,Sweden,FALSE
58171,1988,alpineskiing,gold,AUT,Austria,FALSE
58171,1988,alpineskiing,silver,SUI,Switzerland,FALSE
58171,1988,alpineskiing,bronze,SUI,Switzerland,FALSE
58171,1988,alpineskiing,gold,GER,FederalRepublicofGermany(1950-1990),FALSE
58171,1988,alpineskiing,silver,SUI,Switzerland,FALSE
58171,1988,alpineskiing,bronze,CAN,Canada,TRUE
58171,1988,alpineskiing,gold,SUI,Switzerland,FALSE
58171,1988,alpineskiing,silver,YUG,Yugoslavia,FALSE
58171,1988,alpineskiing,bronze,GER,FederalRepublicofGermany(1950-1990),FALSE
58171,1988,alpineskiing,gold,SUI,Switzerland,FALSE
58171,1988,alpineskiing,silver,GER,FederalRepublicofGermany(1950-1990),FALSE
58171,1988,alpineskiing,bronze,SUI,Switzerland,FALSE
58171,1988,alpineskiing,gold,AUT,Austria,FALSE
58171,1988,alpineskiing,silver,SUI,Switzerland,FALSE
58171,1988,alpineskiing,bronze,CAN,Canada,TRUE
32503,1988,luge,gold,GER,GermanDemocraticRepublic(1955-1990),FALSE
